nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,pmid
NCT02546882,,2014-01-23,,,2015-09-09,2015-09-09,2015-09-11,Estimate,,,,,,,2015-09-09,2015-09-11,Estimate,February 2015,,2015-02-28,September 2015,2015-09-30,December 2016,Anticipated,2016-12-31,June 2016,Anticipated,2016-06-30,,Interventional,,,The Improving Effect of Autologous Stromal Vascular Fraction (SVF) in Adipose Tissue on Skin Grafting,Phase 1/2 Study of Autologous Stromal Vascular Fraction in Adipose Tissue Transplantation in Improving Skin Grafting,Unknown status,Recruiting,Phase 1/Phase 2,75,Anticipated,Shanghai Jiao Tong University School of Medicine,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-24 12:50:55,2022-06-24 12:50:55,OTHER,,,,,
NCT00232999,,2005-10-04,,,2021-11-05,2005-10-04,2005-10-05,Estimate,,,,,,,2021-11-05,2021-11-12,Actual,October 2005,,2005-10-31,November 2021,2021-11-30,January 2006,Actual,2006-01-31,December 2005,Actual,2005-12-31,,Interventional,,,"Efficacy/Safety Study of Nebulized IVX-0142, a Novel Antiallergic Drug, in Mild Allergic Asthma",,Completed,,Phase 2,15,Actual,"Teva Branded Pharmaceutical Products R&D, Inc.",,,,,FALSE,,,,,,,,,,,,,,,,,2022-06-24 20:26:08,2022-06-24 20:26:08,INDUSTRY,,,,,18699936
NCT02046785,,2013-07-11,,,2014-01-24,2014-01-24,2014-01-28,Estimate,,,,,,,2014-01-24,2014-01-28,Estimate,April 2013,,2013-04-30,January 2014,2014-01-31,May 2014,Anticipated,2014-05-31,September 2013,Actual,2013-09-30,,Interventional,HMDIH,,Hemodynamic Measurements at Different Inclinations of the Head,"Comparison of CVP Values , ΔPP and Echocardiographic at Different Angles Headwaters Before and After Volume Challenge",Unknown status,Recruiting,Not Applicable,30,Anticipated,Federal University of Uberlandia,,1,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-11 1:35:12,2022-06-11 1:35:12,,,,,,
NCT01608737,,2012-05-29,,,2013-02-23,2012-05-29,2012-05-31,Estimate,,,,,,,2013-02-23,2013-02-26,Estimate,September 2012,,2012-09-30,February 2013,2013-02-28,,,,October 2015,Anticipated,2015-10-31,,Interventional,,,A Phase III Study of BI201335 in Treatment-naive and Prior Relapser Patients With Chronic Hepatitis C Infection,"A Phase III, Randomised, Double-blind and Placebo-controlled Study of Once Daily BI 201335 for 12 or 24 Weeks in Combination With Pegylated interferon-a and Ribavirin in Treatment-naive and Prior Relapser Patients With Genotype 1 Chronic Hepatitis C Infection",Withdrawn,,Phase 3,0,Actual,Boehringer Ingelheim,,5,,,FALSE,,,,,,,,,,,,,,,,,2022-06-08 17:18:21,2022-06-08 17:18:21,,,,,,
NCT05269329,,2022-01-28,,,2022-02-24,2022-02-24,2022-03-08,Actual,,,,,,,2022-02-24,2022-03-08,Actual,"April 26, 2021",Actual,2021-04-26,January 2022,2022-01-31,"October 26, 2021",Actual,2021-10-26,"October 26, 2021",Actual,2021-10-26,,Interventional,,,"Efficacy and Safety of XC8, Film-coated Tablets, 10 mg in Patients With Dry Non-productive Cough Against Acute Respiratory Viral Infection","Double-blind Placebo-controlled Multicenter Randomized Clinical Trial to Assess Efficacy and Safety of HC8, Film-coated Tablets, 10 mg (Valenta Pharm, Russia) in Patients With Dry Non-productive Cough Against Acute Respiratory Viral Infection",Completed,,Phase 2,160,Actual,Valenta Pharm JSC,,4,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-08 13:37:34,2022-06-08 13:37:34,,,,,,
NCT02544880,,2015-09-04,,,2021-06-10,2015-09-04,2015-09-09,Estimate,,,,,,,2021-06-10,2021-06-15,Actual,"April 25, 2016",Actual,2016-04-25,June 2021,2021-06-30,"June 8, 2021",Actual,2021-06-08,"June 2, 2019",Actual,2019-06-02,,Interventional,,,PDE5 Inhibition Via Tadalafil to Enhance Anti-Tumor Mucin 1 (MUC1) Vaccine Efficacy in Patients With HNSCC,"PDE5 Inhibition Via Tadalafil (Cialis®) to Enhance Anti-Tumor MUC1 Vaccine Efficacy in Patients With Resectable, and Recurrent or Second Primary Head and Neck Squamous Cell Carcinoma (HNSCC): A Phase I/II Clinical Trial",Completed,,Phase 1,16,Actual,University of Miami,,5,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,No,,2022-06-24 12:52:58,2022-06-24 12:52:58,OTHER,,,,,31214178
NCT02543827,,2015-08-17,,,2021-02-17,2015-09-04,2015-09-07,Estimate,,,,,,,2021-02-17,2021-02-18,Actual,November 2015,Actual,2015-11-30,February 2021,2021-02-28,December 2020,Actual,2020-12-31,"November 4, 2020",Actual,2020-11-04,,Interventional,MV140,,Evaluation of the Efficacy and Safety of MV140,"Prospective Randomized, Double-blind, Parallel-controlled Versus Placebo in a Polyvalent Sublingual Bacterial Vaccine to 3 Months and 6 Months in Women With RUTI for the Immunomodulatory Efficacy Evaluation, Safety and Clinical Impact",Completed,,Phase 3,240,Actual,Inmunotek S.L.,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-24 12:54:13,2022-06-24 12:54:13,INDUSTRY,,,,,33552074
NCT05248373,,2022-02-07,,,2022-03-07,2022-02-18,2022-02-21,Actual,,,,,,,2022-03-07,2022-03-08,Actual,"March 8, 2022",Anticipated,2022-03-08,March 2022,2022-03-31,"December 30, 2023",Anticipated,2023-12-30,"February 14, 2023",Anticipated,2023-02-14,,Interventional,SPRAY,,"Safety, Tolerability and Immunogenicity of Gam-COVID-Vac Vaccine in a Nasal Spray","A Randomized Double-blind Placebo-controlled Multi-center Clinical Trial in Parallel Assignment of Safety, Tolerability and Immunogenicity of a Vaccine ""Gam-COVID-Vac, a Combined Vector Vaccine for the Prevention of Coronavirus Infection Caused by the SARS-CoV-2 Virus"" in a Nasal Spray Dosage Form With the Participation of Adult Volunteers",Not yet recruiting,,Phase 1/Phase 2,400,Anticipated,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,4,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-08 13:38:10,2022-06-08 13:38:10,,,,,,
NCT05227378,,2022-01-26,,,2022-01-26,2022-01-26,2022-02-07,Actual,,,,,,,2022-01-26,2022-02-07,Actual,March 2022,Anticipated,2022-03-31,January 2022,2022-01-31,August 2025,Anticipated,2025-08-31,March 2025,Anticipated,2025-03-31,,Interventional,,,Safety and Efficacy of Personalized Neoantigen Vaccine in Advanced Gastric Cancer,"A Singlre Arm, Open Label Study on the Safety and Efficacy of Neoantigen Tumor Vaccine in Advanced Gastric Cancer",Not yet recruiting,,Not Applicable,36,Anticipated,Peking University,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-24 12:54:41,2022-06-24 12:54:41,OTHER,,,,,
NCT05129709,,2021-07-28,,,2022-02-25,2021-11-18,2021-11-22,Actual,,,,,,,2022-02-25,2022-03-10,Actual,"February 1, 2022",Actual,2022-02-01,February 2022,2022-02-28,"June 30, 2023",Anticipated,2023-06-30,"January 30, 2023",Anticipated,2023-01-30,,Interventional,,,Black Health Identification Program (B-HIP),Addressing Communication Challenges Confronting Older African Americans With Multiple Chronic Conditions and Their Family Caregivers,Recruiting,,Not Applicable,40,Anticipated,University of Alabama at Birmingham,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-08 13:41:16,2022-06-08 13:41:16,,,,,,
NCT04704583,,2021-01-08,,,2022-03-02,2021-01-08,2021-01-11,Actual,,,,,,,2022-03-02,2022-03-03,Actual,"December 1, 2020",Actual,2020-12-01,March 2022,2022-03-31,December 2022,Anticipated,2022-12-31,"December 1, 2022",Anticipated,2022-12-01,,Interventional,SPACE-FTL,,Parental Guidance for Failure to Launch.,Parental Guidance for Parents of Highly Dependent Adult Children,Recruiting,,Not Applicable,40,Anticipated,Yale University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Data will be available six months after study completion,Data access requests will be reviewed by review panel and requestors will sign a Data Access Agreement,,Yes,Deidentified individual participant data for primary and secondary measures will be made available,2022-06-24 9:13:52,2022-06-24 9:13:52,OTHER,,,,,
NCT04938388,,2021-06-15,,,2022-03-07,2021-06-23,2021-06-24,Actual,,,,,,,2022-03-07,2022-03-08,Actual,"January 29, 2022",Actual,2022-01-29,March 2022,2022-03-31,"December 29, 2023",Anticipated,2023-12-29,"December 29, 2023",Anticipated,2023-12-29,,Interventional,,,Comparison of Oral Semaglutide w/ Placebo- Treatment for Latino Adults w/T2 Diabetes Receiving Enhanced Lifestyle Care,Comparison of Oral Semaglutide With Matched Oral Semaglutide Placebo as an Early Treatment for Latino Adults With Type 2 Diabetes Receiving Enhanced Lifestyle Care,Recruiting,,Phase 4,100,Anticipated,Sansum Diabetes Research Institute,,2,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,,,2022-06-08 13:44:46,2022-06-08 13:44:46,,,,,,
NCT02542891,,2015-09-04,,,2019-02-20,2015-09-04,2015-09-07,Estimate,,,,,,,2019-02-20,2019-02-21,Actual,September 2015,,2015-09-30,December 2016,2016-12-31,"September 15, 2018",Actual,2018-09-15,"October 31, 2016",Actual,2016-10-31,,Interventional,E-COMPARED,,European Comparative Effectiveness Research on Internet-based Depression Treatment,E-Compared: Comparative Effectiveness Research on Internet Based Depression Treatment- French Trial,Completed,,Not Applicable,105,Actual,"Institut National de la Santé Et de la Recherche Médicale, France",,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-24 13:03:29,2022-06-24 13:03:29,OTHER_GOV,,,,,34874888
NCT00600925,,2008-01-14,2021-06-11,,2021-09-22,2008-01-24,2008-01-25,Estimate,2021-09-22,2021-09-24,Actual,,,,2021-09-22,2021-09-24,Actual,January 2008,,2008-01-31,September 2021,2021-09-30,September 2010,Actual,2010-09-30,March 2009,Actual,2009-03-31,,Interventional,,,A Study of an Antibiotic Implant in General Surgical Subjects at Higher Risk for Surgical Wound Infection,"A Randomized, Controlled, Phase 3 Study of Gentamicin-Collagen Sponge in General Surgical Subjects at Higher Risk for Surgical Wound Infection",Completed,,Phase 3,602,Actual,Innocoll,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-26 10:13:56,2022-06-26 10:13:56,INDUSTRY,,,,,20825316
NCT02541695,,2015-08-31,,,2017-01-12,2015-09-02,2015-09-04,Estimate,,,,,,,2017-01-12,2017-01-13,Estimate,September 2015,,2015-09-30,January 2017,2017-01-31,January 2017,Actual,2017-01-31,March 2016,Actual,2016-03-31,,Interventional,CORAL,,Characterization of Resistance Against Live-attenuated Diarrhoeagenic E. Coli,Characterization Of Resistance Against Live-attenuated Diarrhoeagenic E. Coli,Completed,,Not Applicable,44,Actual,NIZO Food Research,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-24 13:04:39,2022-06-24 13:04:39,OTHER,,,,,33723346
NCT00601952,,2008-01-15,2013-12-13,,2013-12-13,2008-01-15,2008-01-28,Estimate,2013-12-13,2014-02-04,Estimate,,,,2013-12-13,2014-02-04,Estimate,July 2012,,2012-07-31,July 2009,2009-07-31,July 2012,Actual,2012-07-31,July 2012,Actual,2012-07-31,,Interventional,,,Information Processing Modification in PTSD (Oct. 18),Information Processing Modification in PTSD,Completed,,Not Applicable,37,Actual,San Diego State University,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-26 10:14:44,2022-06-26 10:14:44,OTHER,,,,,
NCT02541136,,2015-08-28,,,2015-09-03,2015-09-03,2015-09-04,Estimate,,,,,,,2015-09-03,2015-09-04,Estimate,October 2011,,2011-10-31,September 2015,2015-09-30,April 2015,Actual,2015-04-30,October 2014,Actual,2014-10-31,,Interventional,,,Neural Changes of Exercise: a Functional MRI Study,Neural and Stress Correlates of Resilience in an Exercise-behavioural Programme,Completed,,Not Applicable,40,Actual,"University of Dublin, Trinity College",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-24 13:05:13,2022-06-24 13:05:13,OTHER,,,,,30927200
NCT02539680,,2015-08-25,,,2017-11-22,2015-08-31,2015-09-03,Estimate,,,,,,,2017-11-22,2017-11-24,Actual,September 2015,Actual,2015-09-30,April 2017,2017-04-30,November 2017,Actual,2017-11-30,October 2017,Actual,2017-10-31,,Interventional,PeTRA,,Intestinal Phosphate Transporter Expression in CKD Patients,Joint Study on Intestinal Phosphate-TRAnsporter Expression in CKD Patients,Terminated,,Not Applicable,18,Actual,RWTH Aachen University,,3,,insufficiant recruitment,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-24 13:06:32,2022-06-24 13:06:32,OTHER,,,,,24496589
NCT04613739,,2020-10-29,2022-02-25,,2022-03-07,2020-11-02,2020-11-03,Actual,2022-03-07,2022-03-09,Actual,,,,2022-03-07,2022-03-09,Actual,"December 8, 2020",Actual,2020-12-08,March 2022,2022-03-31,"September 1, 2021",Actual,2021-09-01,"September 1, 2021",Actual,2021-09-01,,Interventional,AFFORD COVID,This is the number of participants randomized after completing the screening survey. Baseline characteristics come from the screening survey.,Asthma in Families Facing Out-of-pocket Requirements Due to COVID-19,Comparing Patient-Centered Outcomes for Adults and Children With Asthma in High-Deductible Health Plans With and Without Preventive Drug Lists: COVID Enhancement,Completed,,Not Applicable,56,Actual,Harvard Pilgrim Health Care,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-08 13:48:56,2022-06-08 13:48:56,,,,,,
NCT02538549,,2015-08-29,,,2015-08-29,2015-08-29,2015-09-02,Estimate,,,,,,,2015-08-29,2015-09-02,Estimate,August 2015,,2015-08-31,August 2015,2015-08-31,August 2016,Anticipated,2016-08-31,August 2016,Anticipated,2016-08-31,,Interventional,,,Pilot RCT to Test Effectiveness of the ACE4 (Activity Challenge- 4 Areas) for Depression and Anxiety,A Pilot Randomized Controlled Trial to Test Effectiveness of the ACE4 (Activity Challenge - 4 Areas) for Depression and Anxiety: A Behavioural Activation Based Game.,Unknown status,Recruiting,Not Applicable,120,Anticipated,Queen's University,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-24 13:07:45,2022-06-24 13:07:45,OTHER,,,,,
NCT04536480,,2020-08-27,,,2022-03-03,2020-09-01,2020-09-02,Actual,,,,,,,2022-03-03,2022-03-08,Actual,"July 7, 2021",Actual,2021-07-07,March 2022,2022-03-31,"December 1, 2026",Anticipated,2026-12-01,"December 1, 2024",Anticipated,2024-12-01,,Interventional,,,Impact of Meal Timing on Glycemic Profiles in Adolescents With Type 2 Diabetes,Impact of Meal Timing on Glycemic Profiles in Adolescents With Type 2 Diabetes,Recruiting,,Not Applicable,100,Anticipated,Children's Hospital Los Angeles,,2,,,,,,,TRUE,FALSE,TRUE,,,FALSE,,,,,,No,,2022-06-08 13:49:56,2022-06-08 13:49:56,,,,,,
NCT04365920,,2019-12-19,,,2022-03-07,2020-04-27,2020-04-28,Actual,,,,,,,2022-03-07,2022-03-09,Actual,"April 1, 2021",Actual,2021-04-01,March 2022,2022-03-31,"June 30, 2024",Anticipated,2024-06-30,"January 31, 2024",Anticipated,2024-01-31,,Interventional,JCOIN-HUB,,Recovery Management Checkups for Opioid Use Disorder Experiment,Improving Retention Across the OUD Service Cascade Upon Reentry From Jail Using Recovery Management Checkups Experiment,Recruiting,,Phase 3,750,Anticipated,Chestnut Health Systems,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-08 13:51:43,2022-06-08 13:51:43,,,,,,
NCT05297773,,2022-01-25,,,2022-03-16,2022-03-16,2022-03-28,Actual,,,,,,,2022-03-16,2022-03-28,Actual,"March 15, 2022",Anticipated,2022-03-15,March 2022,2022-03-31,"April 30, 2024",Anticipated,2024-04-30,"April 30, 2024",Anticipated,2024-04-30,,Interventional,NEO-Program,,Resistance vs. Aerobic Training on Breast Cancer Patients Undergoing Neoadjuvant Treatment,"Effects of Resistance vs. Aerobic Training on Ki-67 and Other Health-Related Biomarkers: The NEO-Program, a Randomized Controlled Trial on Breast Cancer Patients Undergoing Neoadjuvant Treatment",Not yet recruiting,,Not Applicable,132,Anticipated,Fundacao Champalimaud,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-24 13:12:25,2022-06-24 13:12:25,OTHER,,,,,
NCT00524576,,2007-08-31,2009-05-14,,2018-08-09,2007-08-31,2007-09-03,Estimate,2009-05-15,2009-07-08,Estimate,,,,2018-08-09,2018-09-07,Actual,"November 28, 2007",,2007-11-28,November 2016,2016-11-30,"May 14, 2008",Actual,2008-05-14,"May 14, 2008",Actual,2008-05-14,,Interventional,,,Challenge Dose of Hepatitis B Vaccine in Subjects Who Previously Received Engerix™-B Vaccine,Administration of a Challenge Dose of Hepatitis B Vaccine in Subjects Who Previously Received Engerix™-B Vaccine.,Completed,,Phase 4,144,Actual,GlaxoSmithKline,,2,,,FALSE,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2022-06-26 8:54:20,2022-06-26 8:54:20,INDUSTRY,,,,,21171982
NCT03465384,,2018-03-01,,,2022-03-09,2018-03-07,2018-03-14,Actual,,,,,,,2022-03-09,2022-03-10,Actual,"March 19, 2018",Actual,2018-03-19,March 2022,2022-03-31,"December 20, 2021",Actual,2021-12-20,"November 20, 2020",Actual,2020-11-20,,Interventional,,,Randomized Controlled Trial of Comet Via the Internet or in Group Format.,Parent Training Targeting Externalizing Behaviors in Children in Primary Care: A Randomized Non-inferiority Study of the Comet-program Delivered Via the Internet or in Group Format.,Completed,,Not Applicable,161,Actual,Karolinska Institutet,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,"This has not yet been decided by the research team, but the information will be updated as soon as a decision has been reached.",2022-06-08 14:01:12,2022-06-08 14:01:12,,,,,,
NCT03359408,,2017-11-16,,,2022-03-08,2017-11-30,2017-12-02,Actual,,,,,,,2022-03-08,2022-03-09,Actual,"November 1, 2018",Actual,2018-11-01,March 2022,2022-03-31,"January 31, 2022",Actual,2022-01-31,"October 31, 2021",Actual,2021-10-31,,Interventional,intersec-CM,,Supporting Elderly People With Cognitive Impairment During and After Hospital Stays- Intersectoral Care Management,Supporting Elderly People With Cognitive Impairment During and After Hospital Stays- Intersectoral Care Management [Verbundprojekt Intersec-CM - sektorenübergreifendes Care Management Zur Unterstützung Kognitiv beeinträchtigter Menschen während Und Nach Einem Krankenhausaufenthalt],Completed,,Not Applicable,401,Actual,German Center for Neurodegenerative Diseases (DZNE),,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,"At the current status of the study, this has not been discussed with the funder and the research partners (11/13/17).",2022-06-08 14:02:17,2022-06-08 14:02:17,,,,,,9153155
NCT00624832,,2008-02-18,2011-01-21,,2011-04-12,2008-02-26,2008-02-27,Estimate,2011-01-21,2011-02-14,Estimate,,,,2011-04-12,2011-04-19,Estimate,February 2008,,2008-02-29,April 2011,2011-04-30,January 2009,Actual,2009-01-31,January 2009,Actual,2009-01-31,,Interventional,,,A Study of Efficacy of New Doses of Xolair to Protect From Allergen Challenge in Groups of Asthma Patients Defined by IgE Levels,"A Randomized, Double-blind, Placebo-controlled Study to Demonstrate the Efficacy of Xolair in an Allergen Bronchoprovocation Study in Asthmatic Populations Defined by Serum IgE Concentrations",Completed,,Phase 4,60,Actual,Novartis,,4,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-26 10:27:42,2022-06-26 10:27:42,INDUSTRY,,,,,
NCT00625989,,2008-01-23,2015-04-14,,2018-03-15,2008-02-20,2008-02-29,Estimate,2015-04-30,2015-05-15,Estimate,,,,2018-03-15,2018-05-21,Actual,February 2008,,2008-02-29,April 2015,2015-04-30,December 2008,Actual,2008-12-31,November 2008,Actual,2008-11-30,,Interventional,,,The Effect of Allergen Inhalation on Sputum Myeloid and Plasmacytoid Dendritic Cells in Mild Atopic Asthmatics,The Effect of Allergen Inhalation on Sputum Myeloid and Plasmacytoid Dendritic Cells in Mild Atopic Asthmatics,Completed,,Early Phase 1,12,Actual,McMaster University,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-26 10:28:07,2022-06-26 10:28:07,OTHER,,,,,
NCT01405521,,2011-07-28,,,2020-12-07,2011-07-28,2011-07-29,Estimate,,,,,,,2020-12-07,2020-12-08,Actual,"October 7, 2011",Actual,2011-10-07,December 2020,2020-12-31,"August 31, 2021",Anticipated,2021-08-31,December 2015,Actual,2015-12-31,,Interventional,,,Understanding Typhoid Disease After Vaccination,"Understanding Typhoid Disease After Vaccination: a Single Centre, Randomised, Doubleblind, Placebo Controlled Study to Evaluate M01ZH09 in a Healthy Adult Challenge Model, Using Ty21a Vaccine as a Positive Control.","Active, not recruiting",,Phase 2,99,Actual,University of Oxford,,3,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-08 14:20:23,2022-06-08 14:20:23,,,,,,27533046
NCT01410708,,2011-08-04,,,2016-02-12,2011-08-04,2011-08-05,Estimate,,,,,,,2016-02-12,2016-02-17,Estimate,,,,August 2011,2011-08-31,,,,,,,,Interventional,,,TORI 104 Pre-Surgical Dasatinib,A Pre-Surgical Study to Evaluate Molecular Changes That Occur in Human Breast Cancer Tissue After Short Term Exposure to Dasatinib and To Correlate These Alterations With Pharmacokinetics Parameters,Withdrawn,,Phase 2,0,Actual,AHS Cancer Control Alberta,,,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-08 14:24:19,2022-06-08 14:24:19,,,,,,
