,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
37,NCT03917654,,4/16/19,,,12/28/21,4/16/19,4/17/19,Actual,,,,,,,12/28/21,12/29/21,Actual,24-Apr-19,Actual,4/24/19,27-Dec-21,12/27/21,31-Oct-22,Anticipated,10/31/22,30-Jul-21,Actual,7/30/21,,Interventional,,,"Pfs230D1M-EPA/AS01 Vaccine, a Transmission Blocking Vaccine Against Plasmodium Falciparum, in an Age De-Escalation Trial of Children and a Family Compound Trial in Mali","Safety, Immunogenicity and Efficacy of Pfs230D1M-EPA/AS01 Vaccine, a Transmission Blocking Vaccine Against Plasmodium Falciparum, in an Age De-Escalation Trial of Children and a Family Compound Trial in Mali","Active, not recruiting",,Phase 2,1449,Actual,National Institutes of Health Clinical Center (CC),,8,,,FALSE,,,,,TRUE,FALSE,,,,,,,,,,,26:35.6,26:35.6
38,NCT03446612,,2/20/18,5/18/21,12/2/20,12/29/21,2/20/18,2/27/18,Actual,6/30/21,7/21/21,Actual,6/30/21,7/21/21,Actual,12/29/21,12/30/21,Actual,10-Jan-19,Actual,1/10/19,Dec-21,12/31/21,29-May-19,Actual,5/29/19,29-May-19,Actual,5/29/19,,Interventional,,,Anemia Study in Chronic Kidney Disease (CKD) : Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat -Forearm Blood Flow (ASCEND-FBF),"A Randomized, Repeat Dose, Open Label, Parallel Group, Multi-center Study to Evaluate the Effect of Daprodustat Compared to Darbepoetin Alfa on Forearm Blood Flow in Participants With Anemia of Chronic Kidney Disease That Are Not Dialysis Dependent",Terminated,,Phase 2,6,Actual,GlaxoSmithKline,,2,,The study is terminated due to feasibility in recruitment.,FALSE,,,,TRUE,TRUE,FALSE,,,,,,"IPD will be made available within 6 months of publishing the results of the primary endpoints, key secondary endpoints and safety data of the study.","Access is provided after a research proposal is submitted and has received approval from the Independent Review Panel and after a Data Sharing Agreement is in place. Access is provided for an initial period of 12 months but an extension can be granted, when justified, for up to another 12 months.",http://clinicalstudydatarequest.com,Yes,IPD for this study will be made available via the Clinical Study Data Request site.,27:46.4,27:46.4
39,NCT03099863,,3/23/17,10/18/21,,12/1/21,4/3/17,4/4/17,Actual,12/1/21,12/30/21,Actual,,,,12/1/21,12/30/21,Actual,Apr-16,Actual,4/30/16,Dec-21,12/31/21,Jun-20,Actual,6/30/20,Jun-20,Actual,6/30/20,,Interventional,,,Cytoscopic Antibiotic Irrigant to Reduce Postoperative Urinary Tract Infection,Cytoscopic Antibiotic Irrigant to Reduce Postoperative Urinary Infection: A Randomized Controlled Study,Completed,,Phase 4,242,Actual,MetroHealth Medical Center,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,28:27.1,28:27.1
40,NCT02432378,,4/8/15,,,12/15/21,4/28/15,5/4/15,Estimate,,,,,,,12/15/21,12/30/21,Actual,4-Sep-15,Actual,9/4/15,Dec-21,12/31/21,1-Jun-25,Anticipated,6/1/25,31-Dec-24,Anticipated,12/31/24,,Interventional,,,Intensive Locoregional Chemoimmunotherapy for Recurrent Ovarian Cancer Plus Intranodal DC Vaccines,"A PHASE 1-2 NEOADJUVANT DOSE FINDING, SAFETY, AND IMMUNOLOGIC EFFICACY TRIAL OF INTENSIVE LOCOREGIONAL CHEMOIMMUNOTHERAPY FOR RECURRENT OVARIAN CANCER AND TUMOR-SPECIFIC INTRANODAL AUTOLOGOUS ALPHA-DC1 VACCINES",Suspended,,Phase 1/Phase 2,25,Anticipated,Roswell Park Cancer Institute,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,29:25.1,29:25.1
41,NCT04526964,,8/14/20,,,11/5/20,8/25/20,8/26/20,Actual,,,,,,,11/5/20,11/6/20,Actual,7-Sep-20,Actual,9/7/20,Nov-20,11/30/20,Jun-22,Anticipated,6/30/22,Apr-22,Anticipated,4/30/22,,Interventional,SELMA,,Improved Self-management for Patients on Ventricular Assist Device (VAD) Support - Phase 3,Improved Health Care for People With Chronic Heart Disease and Implanted Cardiac Support Through Curricular Self-management - Phase 3: Randomized Controlled Trial (RCT),Recruiting,,Not Applicable,142,Anticipated,University of Freiburg,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,30:29.7,30:29.7
42,NCT02713763,,3/16/16,,,3/3/20,3/18/16,3/21/16,Estimate,,,,,,,3/3/20,3/4/20,Actual,14-Feb-17,Actual,2/14/17,Mar-20,3/31/20,23-Oct-19,Actual,10/23/19,23-Oct-19,Actual,10/23/19,,Interventional,RESUNET,,Efficacy of Rechallenge With Sunitinib in Metastatic Pancreatic Neuroendocrine Tumor Previously Failed to Sunitinib,Phase II Study to Evaluate Efficacy of Rechallenge With Sunitinib in Patients With Metastatic Pancreatic Neuroendocrine Tumor (pNETs) Well Differentiated G1/2 Advanced or Metastatic Who Previously Failed to Sunitinib.,Completed,,Phase 2,11,Actual,Grupo Espanol de Tumores Neuroendocrinos,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,54:23.7,54:23.7
43,NCT05411744,,6/6/22,,,6/6/22,6/6/22,6/9/22,Estimate,,,,,,,6/6/22,6/9/22,Estimate,1-Jul-22,Anticipated,7/1/22,Jun-22,6/30/22,30-Jun-25,Anticipated,6/30/25,30-Jun-23,Anticipated,6/30/23,,Interventional,,,One-month Latent Tuberculosis Treatment for Renal Transplant Candidates,One-month Latent Tuberculosis Treatment for Renal Transplant Candidates,Not yet recruiting,,Phase 4,25,Anticipated,"Rutgers, The State University of New Jersey",,1,,,FALSE,,,,FALSE,TRUE,FALSE,,,FALSE,,,,,,No,,17:06.7,17:06.7
44,NCT04523519,,8/18/20,,,5/3/22,8/19/20,8/21/20,Actual,,,,,,,5/3/22,5/9/22,Actual,30-Apr-21,Actual,4/30/21,May-22,5/31/22,May-24,Anticipated,5/31/24,May-24,Anticipated,5/31/24,,Interventional,PRIME,,PrEP Intervention for People Who Inject Substances and Use Methamphetamine,PrEP Intervention for People Who Inject Substances and Use Methamphetamine,Recruiting,,Phase 4,140,Anticipated,San Francisco Department of Public Health,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Undecided,,32:12.8,32:12.8
45,NCT04522830,,8/18/20,,,4/9/21,8/20/20,8/21/20,Actual,,,,,,,4/9/21,4/13/21,Actual,30-Jul-20,Actual,7/30/20,Apr-21,4/30/21,28-Feb-21,Actual,2/28/21,28-Feb-21,Actual,2/28/21,,Interventional,BTL-TML-COVID,,A Study in Adults to Test the Effects of Low Dose Thimerosal on Symptoms of COVID-19,"A Double-blind, Placebo-controlled, Phase 2 Trial of Sublingual Low-Dose Thimerosal in Adults With Symptomatic SARS-CoV-2 Infection",Completed,,Phase 2,28,Actual,"Beech Tree Labs, Inc.",,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,,,,,,,No,,32:37.1,32:37.1
46,NCT02713503,,2/12/16,,,3/17/16,3/17/16,3/18/16,Estimate,,,,,,,3/17/16,3/18/16,Estimate,Sep-13,,9/30/13,Mar-16,3/31/16,Feb-14,Actual,2/28/14,Feb-14,Actual,2/28/14,,Observational,,,Evaluating Electronic Devices in a Driving Simulator,HFCV Mobile Device Vehicle Integration Assessment,Completed,,,78,Actual,Clemson University,,,1,,FALSE,,,,FALSE,,,,,,,,,,,No,,54:31.3,54:31.3
47,NCT04519827,,8/17/20,,,2/1/21,8/17/20,8/20/20,Actual,,,,,,,2/1/21,2/2/21,Actual,28-Jul-20,Actual,7/28/20,Jul-20,7/31/20,Sep-21,Anticipated,9/30/21,Aug-21,Anticipated,8/31/21,,Interventional,CHARM,,A Hypoallergenicity Study on a New Rice-Based Hydrolysate Formula,"A Prospective, Randomised, Double-blind Controlled Study, to Evaluate the Safety/Hypoallergenicity of a New Rice-based Hydrolysate Formula With New Ingredient for Infants and Children With Diagnosed Cow's Milk Allergy",Recruiting,,Not Applicable,36,Anticipated,Dr. Schär AG / SPA,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,34:11.3,34:11.3
48,NCT04519125,,8/18/20,,,8/18/20,8/18/20,8/19/20,Actual,,,,,,,8/18/20,8/19/20,Actual,30-Aug-20,Anticipated,8/30/20,Aug-20,8/31/20,1-Apr-21,Anticipated,4/1/21,31-Dec-20,Anticipated,12/31/20,,Interventional,,,Daily Regimen of Tenofovir/Emtricitabine as Prevention for COVID-19 in Health Care Personnel in Colombia,Effectiveness of the Use of Personal Protective Equipment in Addition to Tenofovir/Emtricitabine for the Prevention of the Transmission of SARS-COV-2 to Health Care Personnel. Randomized Clinical Trial,Not yet recruiting,,Phase 2/Phase 3,950,Anticipated,Hospital Universitario San Ignacio,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,34:31.5,34:31.5
49,NCT04518358,,7/20/20,,,8/17/20,8/17/20,8/19/20,Actual,,,,,,,8/17/20,8/19/20,Actual,1-Sep-19,Actual,9/1/19,Aug-20,8/31/20,31-Aug-21,Anticipated,8/31/21,31-Aug-21,Anticipated,8/31/21,,Interventional,,,Expert Guiding Technology to Help Individuals With Developmental Challenges Build Life and Vocational Skills,Expert Guiding Technology to Help Individuals With Developmental Challenges Build Life and Vocational Skills,Recruiting,,Not Applicable,8,Anticipated,Guiding Technologies Corporation,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Available by the end of the project and for at least a year.,Requests reviewed by the research team.,,Yes,"Any identifying information will be omitted from published or disseminated reports of the data to maintain confidentiality of subjects. Results of the study may be shared through conference presentations or written reports disseminated in peer-reviewed journals or other formats (e.gs., book chapters or grant proposals). In such cases, pseudonyms will be used and no identifying information (e.g., geographical location of subjects' residences) will be included when discussing results.",34:52.7,34:52.7
50,NCT04517695,,8/14/20,,,8/19/21,8/17/20,8/18/20,Actual,,,,,,,8/19/21,8/25/21,Actual,1-Aug-20,Actual,8/1/20,Aug-21,8/31/21,1-Aug-22,Anticipated,8/1/22,1-Aug-22,Anticipated,8/1/22,,Observational,,,Blood Volume Assessment in COVID-19 ICU Patients - BVAC19,"Blood Volume, Components and Capillary Leak in SARS-CoV-2 Infections",Recruiting,,,40,Anticipated,NYU Langone Health,,,2,,FALSE,,,,FALSE,FALSE,TRUE,,,,,,,,,No,,35:23.3,35:23.3
51,NCT04516408,,8/13/20,,,9/27/21,8/14/20,8/18/20,Actual,,,,,,,9/27/21,10/4/21,Actual,20-Apr-21,Actual,4/20/21,Sep-21,9/30/21,30-Sep-23,Anticipated,9/30/23,30-Sep-23,Anticipated,9/30/23,,Interventional,,,Recombinant Zoster Vaccine in Stable SLE Patients,Efficacy and Safety of Recombinant Zoster Vaccine in Stable SLE Patients(Vtrial),Recruiting,,Not Applicable,464,Anticipated,RenJi Hospital,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,,,35:50.4,35:50.4
52,NCT05403658,,5/25/22,,,6/6/22,5/31/22,6/3/22,Actual,,,,,,,6/6/22,6/9/22,Estimate,13-Jun-22,Anticipated,6/13/22,Nov-21,11/30/21,31-Dec-23,Anticipated,12/31/23,31-Dec-23,Anticipated,12/31/23,,Interventional,,,Attrition in Pediatric Obesity Management,Attrition in Pediatric Obesity Management: A Randomized Feasibility Study,Not yet recruiting,,Not Applicable,108,Anticipated,University of Alberta,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,18:18.5,18:18.5
53,NCT04515511,,8/10/20,,,9/1/20,8/14/20,8/17/20,Actual,,,,,,,9/1/20,9/3/20,Actual,1-Jul-19,Actual,7/1/19,Aug-20,8/31/20,Sep-22,Anticipated,9/30/22,1-Aug-20,Actual,8/1/20,,Interventional,,,Whether a Minimal Volume Could Predict Fluid Responsiveness Using Thermodilution by PAC in Septic Shock Patients,Medical Intensive Care Unit of PUMCH,Recruiting,,Not Applicable,50,Anticipated,Peking Union Medical College Hospital,,1,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,"In our department, we has done a serial clinical studies of fluid challenge, we will do retrospective study first.",36:27.3,36:27.3
54,NCT04305769,,3/9/20,,,6/8/22,3/9/20,3/12/20,Actual,,,,,,,6/8/22,6/9/22,Estimate,1-Jun-21,Actual,6/1/21,Jun-22,6/30/22,Jun-25,Anticipated,6/30/25,Dec-24,Anticipated,12/31/24,,Interventional,ACT,,Alanyl-glutamine Supplementation for C. Difficile Treatment (ACT),"Alanyl-glutamine Supplementation of Standard Treatment for C. Difficile Infection: A Randomized, Double-blind, Placebo-controlled Trial",Recruiting,,Phase 2,260,Anticipated,University of Virginia,,4,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,6 months after publication,To be determined later.,,Yes,All IPD that underlie results in publication,38:19.1,38:19.1
55,NCT05386420,,5/20/22,,,6/7/22,5/20/22,5/23/22,Actual,,,,,,,6/7/22,6/9/22,Estimate,23-May-22,Actual,5/23/22,Jun-22,6/30/22,15-Nov-22,Anticipated,11/15/22,15-Aug-22,Anticipated,8/15/22,,Interventional,,,A Safety and Efficacy Study of Hymecromone Tablets for the Treatment of Patients With COVID-19.,"A Single-center, Randomized, Parallel Controlled, Double-blind Clinical Trial Designed to Evaluate the Efficacy and Safety of Hymecromone Tablets in Subjects Diagnosed With COVID-19 Infection.",Recruiting,,Not Applicable,304,Anticipated,Shanghai Zhongshan Hospital,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,19:01.0,19:01.0
56,NCT04511585,,8/28/17,,,8/11/20,8/11/20,8/13/20,Actual,,,,,,,8/11/20,8/13/20,Actual,Mar-16,Actual,3/31/16,Aug-20,8/31/20,Dec-18,Actual,12/31/18,Dec-17,Actual,12/31/17,,Interventional,,,"The ""Great Live and Move Challenge"" Among Children Aged 7-11 Years","The ""Great Live and Move Challenge"": a Program to Promote Physical Activity Among Children Aged 7-11 Years. Design and Implementation of a Cluster-randomized Controlled Trial.",Completed,,Not Applicable,5000,Actual,Institut du Cancer de Montpellier - Val d'Aurelle,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,38:42.3,38:42.3
57,NCT04509635,,8/10/20,,,8/11/20,8/11/20,8/12/20,Actual,,,,,,,8/11/20,8/12/20,Actual,1-Sep-20,Anticipated,9/1/20,Aug-20,8/31/20,31-Aug-24,Anticipated,8/31/24,31-Aug-22,Anticipated,8/31/22,,Interventional,,,Cetuximab Re-challenge for Colorectal Cancer Liver Metastasis,"A Single-centre, Prospective, Randomised, Controlled, Unblinded, Parallel-group Trial of Cetuximab Plus Chemotherapy Versus Chemotherapy Alone for Colorectal Cancer Liver Metastasis With Progression After First-line Treatment of Cetuximab",Not yet recruiting,,Phase 3,50,Anticipated,Fudan University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Undecided,,39:43.6,39:43.6
58,NCT04508985,,8/10/20,,,8/17/20,8/10/20,8/11/20,Actual,,,,,,,8/17/20,8/19/20,Actual,1-Sep-20,Anticipated,9/1/20,Aug-20,8/31/20,1-Sep-21,Anticipated,9/1/21,1-Jan-21,Anticipated,1/1/21,,Interventional,RAAS-COVID,,The McGill RAAS-COVID-19 Trial,Management of Renin-Angiotensin-Aldosterone System Blockade in Patients Admitted in Hospital With Confirmed Coronavirus Disease (COVID-19) Infection: The McGill RAAS-COVID-19 Randomized Controlled Trial,Not yet recruiting,,Not Applicable,40,Anticipated,McGill University Health Centre/Research Institute of the McGill University Health Centre,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Immediate access to the data,,,Yes,Data will be de-identified and shared among all collaborators.,39:52.1,39:52.1
59,NCT04507906,,8/8/20,,,1/3/21,8/8/20,8/11/20,Actual,,,,,,,1/3/21,1/5/21,Actual,2-Nov-20,Actual,11/2/20,Jan-21,1/31/21,31-Dec-22,Anticipated,12/31/22,15-Sep-21,Anticipated,9/15/21,,Interventional,,,Nivolumab Combined With Anlotinib as Re-challenge Treatment in Advanced NSCLC,Safety and Efficacy of Nivolumab Combined With Anlotinib in Advanced Non-small Cell Lung Cancer Patients Previously Treated With Checkpoint Inhibitor-A Single Center and Exploratory Study,Recruiting,,Phase 1/Phase 2,62,Anticipated,Shanghai Chest Hospital,,1,,,FALSE,,,,,TRUE,FALSE,,,TRUE,,,,,,Undecided,,40:33.9,40:33.9
60,NCT02796001,,6/7/16,2/9/22,,6/2/22,6/7/16,6/10/16,Estimate,6/2/22,6/6/22,Estimate,,,,6/2/22,6/6/22,Estimate,25-Sep-17,Actual,9/25/17,Jun-22,6/30/22,1-May-20,Actual,5/1/20,1-May-20,Actual,5/1/20,,Interventional,,Volunteers re-challenged with RV16 or RV39,Hallmarks of Protective Immunity in Sequential Rhinovirus Infections in Humans,Hallmarks of Protective Immunity in Sequential Rhinovirus Infections in Humans,Completed,,Phase 1/Phase 2,46,Actual,University of Virginia,,3,,,FALSE,,,,FALSE,TRUE,FALSE,,,,,,,,,Undecided,,59:43.5,59:43.5
61,NCT04504981,,8/3/20,,,8/9/21,8/5/20,8/7/20,Actual,,,,,,,8/9/21,8/13/21,Actual,22-Jan-20,Actual,1/22/20,Aug-21,8/31/21,31-Jul-22,Anticipated,7/31/22,30-Jun-22,Anticipated,6/30/22,,Interventional,,,"Y2Prevent: Preventing Drug Use and HIV Through Empowerment, Social Support and Mentorship (Y2P)","Y2Prevent: Preventing Drug Use and HIV Through Empowerment, Social Support and Mentorship (Y2P)",Recruiting,,Not Applicable,30,Anticipated,Children's Hospital Los Angeles,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,42:04.8,42:04.8
62,NCT04502966,,8/4/20,,,6/4/21,8/4/20,8/6/20,Actual,,,,,,,6/4/21,6/8/21,Actual,9-Nov-20,Actual,11/9/20,Jun-21,6/30/21,Jan-25,Anticipated,1/31/25,Jan-25,Anticipated,1/31/25,,Interventional,GRADUATE,,Grass Pollen Immunotherapy Plus Dupilumab for Tolerance Induction,Grass Pollen Sublingual Tablet Immunotherapy Plus Dupilumab for Induction of Tolerance in Adults With Moderate to Severe Seasonal Allergic Rhinitis (ITN084AD),Recruiting,,Phase 2,120,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,43:00.2,43:00.2
63,NCT04501042,,7/22/20,,,8/2/20,8/2/20,8/6/20,Actual,,,,,,,8/2/20,8/6/20,Actual,19-Sep-19,Actual,9/19/19,May-20,5/31/20,1-Apr-22,Anticipated,4/1/22,1-Sep-21,Anticipated,9/1/21,,Observational,,,Investigation on the Role of Gut-liver Axis for Non-alcoholic Steatohepatitis Through Bariatric Surgery,Investigation on Novel Route of Gut Microbiota Products for Bariatric Surgery to Improve Non-alcoholic Steatohepatitis and Development on Therapeutic Implications,Unknown status,Recruiting,,140,Anticipated,National Taiwan University Hospital,,,4,,FALSE,,,,FALSE,FALSE,FALSE,,,,Samples With DNA,"Peripheral blood and portal vein (during operation) samples will be collected in this study. Plasma for biochemistry and metabolomics measurement, Buffy coat for NAFLD-susceptible single nucleotide polymorphism (SNP) detection (i.e. PNPLA3, TM6SF2...etc), peripheral blood mononuclear cell (PBMC) for flow cytometry, urine samples for lactulose/mannitol measurement (gut permeability test), fecal samples for metagenomics and metabolomics studies.",,,,No,,43:55.3,43:55.3
64,NCT04499391,,7/31/20,,,8/10/21,8/3/20,8/5/20,Actual,,,,,,,8/10/21,8/11/21,Actual,4-Dec-20,Actual,12/4/20,Aug-21,8/31/21,Jul-22,Anticipated,7/31/22,Jul-22,Anticipated,7/31/22,,Interventional,,,COVID-19 Project ECHO in Nursing Homes,"COVID-19 Project ECHO for Nursing Homes: A Patient-centered, Randomized-controlled Trial to Implement Infection Control and Quality of Life Best Practice",Recruiting,,Not Applicable,136,Anticipated,Milton S. Hershey Medical Center,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,44:49.0,44:49.0
65,NCT04499378,,8/3/20,,,4/29/21,8/4/20,8/5/20,Actual,,,,,,,4/29/21,5/3/21,Actual,15-Aug-20,Actual,8/15/20,Apr-21,4/30/21,30-Apr-22,Anticipated,4/30/22,30-Apr-21,Anticipated,4/30/21,,Observational,,,Tomographic Findings in COVID-19 and Influenza H1N1,Pulmonary Tomographic Findings in COVID-19 and Influenza H1N1 Patients at IMSS Guanajuato,Recruiting,,,200,Anticipated,Universidad de Guanajuato,,,2,,FALSE,,,,FALSE,FALSE,FALSE,,,,Samples With DNA,Polymerase chain reaction for SARS-CoV-2 and polymerase chain reaction for influenza H1N1.,,,,Undecided,Data availability upon request.,45:05.3,45:05.3
66,NCT00351741,,7/11/06,7/16/10,,9/8/15,7/11/06,7/13/06,Estimate,11/30/10,12/28/10,Estimate,,,,9/8/15,9/21/15,Estimate,Jul-06,,7/31/06,Sep-15,9/30/15,Feb-10,Actual,2/28/10,Feb-10,Actual,2/28/10,,Interventional,,,BEST (Burn Center Evaluation of Standard Therapies) Ventilator Mode Study-,BEST (Burn Center Evaluation of Standard Therapies) Ventilator Mode Study: A Prospective Randomized Controlled Trial,Terminated,,Not Applicable,62,Actual,United States Army Institute of Surgical Research,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,53:38.5,53:38.5
67,NCT04497311,,7/31/20,,,8/4/20,8/3/20,8/4/20,Actual,,,,,,,8/4/20,8/6/20,Actual,15-Jun-20,Actual,6/15/20,Aug-20,8/31/20,30-Apr-22,Anticipated,4/30/22,30-Apr-21,Anticipated,4/30/21,,Observational,TOMOCOVIDMX,,Tomographic Findings in COVID-19 and Influenza,Pulmonary Tomographic Findings in COVID-19 and Influenza H1N1 Patients,Recruiting,,,100,Anticipated,Universidad de Guanajuato,,,2,,FALSE,,,,FALSE,FALSE,FALSE,,,,Samples With DNA,"Nasopharyngeal (NP) specimen, oropharyngeal (OP) specimen, nasal mid-turbinate swab, anterior nares (nasal swab) specimen, nasopharyngeal wash/aspirate or nasal wash/aspirate (NW) specimen or sputum from upper airways.",,,,Undecided,A database will be generated and available upon request. All patients will de unidentified.,45:55.3,45:55.3
68,NCT04496180,,7/16/20,,,4/27/21,7/30/20,8/3/20,Actual,,,,,,,4/27/21,4/30/21,Actual,1-Sep-21,Anticipated,9/1/21,Apr-21,4/30/21,1-Sep-25,Anticipated,9/1/25,1-Sep-23,Anticipated,9/1/23,,Interventional,CiPNT/SSI,,Prevena to Prevent Surgical Site Infection After Emergency Abdominal Laparotomy,Standard Wound Dressing Versus Prophylactic Negative-pressure Wound Therapy After Emergency Laparotomy: a Randomized Controlled Trial,Not yet recruiting,,Not Applicable,334,Anticipated,"University Hospital, Geneva",,2,,,FALSE,,,,FALSE,FALSE,TRUE,,,,,,,,,,,46:21.7,46:21.7
69,NCT04495361,,4/17/20,,,7/29/20,7/29/20,7/31/20,Actual,,,,,,,7/29/20,7/31/20,Actual,1-Apr-19,Actual,4/1/19,Jul-20,7/31/20,30-Sep-20,Anticipated,9/30/20,1-Aug-20,Anticipated,8/1/20,,Interventional,,,Online Learning Portal on Under Five Pneumonia,A Pedagogical Research on Use of an Online Learning Platform by Final Year Medical on Under Five Pneumonia,Enrolling by invitation,,Not Applicable,600,Anticipated,University of Edinburgh,,1,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,46:48.4,46:48.4
